FIPS,state_name,county_name,value
49045,Utah,Tooele,Bin 2
51057,Virginia,Essex,Bin 6
54071,West Virginia,Pendleton,Bin 4
06103,California,Tehama,Bin 6
13089,Georgia,DeKalb,Bin 6
13123,Georgia,Gilmer,Bin 4
13075,Georgia,Cook,Bin 4
19069,Iowa,Franklin,Bin 2
21017,Kentucky,Bourbon,Bin 4
21069,Kentucky,Fleming,Bin 2
48057,Texas,Calhoun,Bin 2
51195,Virginia,Wise,Bin 2
53061,Washington,Snohomish,Bin 6
05001,Arkansas,Arkansas,Bin 2
05147,Arkansas,Woodruff,Bin 2
08013,Colorado,Boulder,Bin 6
12107,Florida,Putnam,Bin 5
13189,Georgia,McDuffie,Bin 4
13269,Georgia,Taylor,Bin 2
16033,Idaho,Clark,Bin 6
19083,Iowa,Hardin,Bin 4
21007,Kentucky,Ballard,Bin 2
22055,Louisiana,Lafayette,Bin 3
26119,Michigan,Montmorency,Bin 3
29029,Missouri,Camden,Bin 4
30077,Montana,Powell,Bin 4
37147,North Carolina,Pitt,Bin 5
37099,North Carolina,Jackson,Bin 3
38037,North Dakota,Grant,Bin 2
41043,Oregon,Linn,Bin 5
42005,Pennsylvania,Armstrong,Bin 5
47005,Tennessee,Benton,Bin 3
48133,Texas,Eastland,Bin 3
48155,Texas,Foard,Bin 3
51149,Virginia,Prince George,Bin 3
54045,West Virginia,Logan,Bin 2
08005,Colorado,Arapahoe,Bin 6
13103,Georgia,Effingham,Bin 4
04003,Arizona,Cochise,Bin 6
06083,California,Santa Barbara,Bin 5
06051,California,Mono,Bin 6
22101,Louisiana,St. Mary,Bin 2
22037,Louisiana,East Feliciana,Bin 3
24035,Maryland,Queen Anne's,Bin 3
37095,North Carolina,Hyde,Bin 5
37173,North Carolina,Swain,Bin 3
42101,Pennsylvania,Philadelphia,Bin 6
26029,Michigan,Charlevoix,Bin 4
29031,Missouri,Cape Girardeau,Bin 2
30031,Montana,Gallatin,Bin 3
33007,New Hampshire,Coos,Bin 6
16031,Idaho,Cassia,Bin 5
17185,Illinois,Wabash,Bin 6
26063,Michigan,Huron,Bin 2
27077,Minnesota,Lake of the Woods,Bin 2
36103,New York,Suffolk,Bin 2
46085,South Dakota,Lyman,Bin 4
18145,Indiana,Shelby,Bin 6
20097,Kansas,Kiowa,Bin 2
21125,Kentucky,Laurel,Bin 2
49035,Utah,Salt Lake,Bin 5
51790,Virginia,Staunton,Bin 4
11001,District of Columbia,District of Columbia,Bin 4
12039,Florida,Gadsden,Bin 5
17031,Illinois,Cook,Bin 6
06015,California,Del Norte,Bin 6
23025,Maine,Somerset,Bin 5
37031,North Carolina,Carteret,Bin 3
39095,Ohio,Lucas,Bin 4
25011,Massachusetts,Franklin,Bin 6
01063,Alabama,Greene,Bin 5
30071,Montana,Phillips,Bin 2
35007,New Mexico,Colfax,Bin 2
19089,Iowa,Howard,Bin 4
19045,Iowa,Clinton,Bin 4
01117,Alabama,Shelby,Bin 4
47037,Tennessee,Davidson,Bin 6
18107,Indiana,Montgomery,Bin 6
20161,Kansas,Riley,Bin 5
21205,Kentucky,Rowan,Bin 2
51119,Virginia,Middlesex,Bin 2
51199,Virginia,York,Bin 1
53075,Washington,Whitman,Bin 4
55029,Wisconsin,Door,Bin 4
55037,Wisconsin,Florence,Bin 5
06055,California,Napa,Bin 6
13139,Georgia,Hall,Bin 6
16077,Idaho,Power,Bin 2
17035,Illinois,Cumberland,Bin 3
37153,North Carolina,Richmond,Bin 3
37103,North Carolina,Jones,Bin 2
48073,Texas,Cherokee,Bin 4
48063,Texas,Camp,Bin 4
19021,Iowa,Buena Vista,Bin 6
21151,Kentucky,Madison,Bin 2
45029,South Carolina,Colleton,Bin 5
47151,Tennessee,Scott,Bin 2
48141,Texas,El Paso,Bin 5
51091,Virginia,Highland,Bin 6
51165,Virginia,Rockingham,Bin 4
53015,Washington,Cowlitz,Bin 6
08111,Colorado,San Juan,Bin 6
13135,Georgia,Gwinnett,Bin 6
13077,Georgia,Coweta,Bin 4
13271,Georgia,Telfair,Bin 3
13283,Georgia,Treutlen,Bin 5
16023,Idaho,Butte,Bin 2
31171,Nebraska,Thomas,Bin 6
34013,New Jersey,Essex,Bin 1
36043,New York,Herkimer,Bin 6
37017,North Carolina,Bladen,Bin 3
38005,North Dakota,Benson,Bin 6
48001,Texas,Anderson,Bin 4
48199,Texas,Hardin,Bin 6
48243,Texas,Jeff Davis,Bin 6
45035,South Carolina,Dorchester,Bin 6
46055,South Dakota,Haakon,Bin 2
21065,Kentucky,Estill,Bin 2
22079,Louisiana,Rapides,Bin 3
23007,Maine,Franklin,Bin 5
27149,Minnesota,Stevens,Bin 6
28121,Mississippi,Rankin,Bin 5
30043,Montana,Jefferson,Bin 2
40013,Oklahoma,Bryan,Bin 2
51105,Virginia,Lee,Bin 3
05069,Arkansas,Jefferson,Bin 4
51053,Virginia,Dinwiddie,Bin 4
51830,Virginia,Williamsburg,Bin 1
54075,West Virginia,Pocahontas,Bin 4
05093,Arkansas,Mississippi,Bin 2
45063,South Carolina,Lexington,Bin 5
27027,Minnesota,Clay,Bin 6
33015,New Hampshire,Rockingham,Bin 5
41013,Oregon,Crook,Bin 4
45031,South Carolina,Darlington,Bin 3
13251,Georgia,Screven,Bin 4
05145,Arkansas,White,Bin 2
29069,Missouri,Dunklin,Bin 2
48329,Texas,Midland,Bin 6
51167,Virginia,Russell,Bin 3
12055,Florida,Highlands,Bin 5
18183,Indiana,Whitley,Bin 6
21197,Kentucky,Powell,Bin 3
22053,Louisiana,Jefferson Davis,Bin 4
51117,Virginia,Mecklenburg,Bin 5
19143,Iowa,Osceola,Bin 5
21071,Kentucky,Floyd,Bin 2
48323,Texas,Maverick,Bin 3
12133,Florida,Washington,Bin 4
37111,North Carolina,McDowell,Bin 3
48503,Texas,Young,Bin 4
46075,South Dakota,Jones,Bin 6
06095,California,Solano,Bin 6
12017,Florida,Citrus,Bin 3
13137,Georgia,Habersham,Bin 3
01085,Alabama,Lowndes,Bin 3
22113,Louisiana,Vermilion,Bin 3
25023,Massachusetts,Plymouth,Bin 2
27043,Minnesota,Faribault,Bin 5
29189,Missouri,St. Louis,Bin 6
35017,New Mexico,Grant,Bin 6
37139,North Carolina,Pasquotank,Bin 2
42055,Pennsylvania,Franklin,Bin 5
48043,Texas,Brewster,Bin 2
53073,Washington,Whatcom,Bin 5
55043,Wisconsin,Grant,Bin 4
05023,Arkansas,Cleburne,Bin 2
13019,Georgia,Berrien,Bin 3
18051,Indiana,Gibson,Bin 5
21177,Kentucky,Muhlenberg,Bin 2
22097,Louisiana,St. Landry,Bin 2
23021,Maine,Piscataquis,Bin 6
27021,Minnesota,Cass,Bin 4
35037,New Mexico,Quay,Bin 2
37023,North Carolina,Burke,Bin 3
41061,Oregon,Union,Bin 4
42097,Pennsylvania,Northumberland,Bin 5
47035,Tennessee,Cumberland,Bin 3
48333,Texas,Mills,Bin 2
01061,Alabama,Geneva,Bin 2
01039,Alabama,Covington,Bin 3
01111,Alabama,Randolph,Bin 2
01059,Alabama,Franklin,Bin 2
01093,Alabama,Marion,Bin 2
05127,Arkansas,Scott,Bin 2
05077,Arkansas,Lee,Bin 2
05005,Arkansas,Baxter,Bin 4
05105,Arkansas,Perry,Bin 2
06049,California,Modoc,Bin 6
08063,Colorado,Kit Carson,Bin 2
08125,Colorado,Yuma,Bin 2
08099,Colorado,Prowers,Bin 5
12087,Florida,Monroe,Bin 2
12021,Florida,Collier,Bin 5
45089,South Carolina,Williamsburg,Bin 5
21203,Kentucky,Rockcastle,Bin 2
22013,Louisiana,Bienville,Bin 5
26137,Michigan,Otsego,Bin 6
30093,Montana,Silver Bow,Bin 5
36115,New York,Washington,Bin 6
42059,Pennsylvania,Greene,Bin 4
47025,Tennessee,Claiborne,Bin 2
48215,Texas,Hidalgo,Bin 2
05029,Arkansas,Conway,Bin 3
51019,Virginia,Bedford,Bin 5
51685,Virginia,Manassas Park,
54067,West Virginia,Nicholas,Bin 3
16079,Idaho,Shoshone,Bin 5
06077,California,San Joaquin,Bin 5
24029,Maryland,Kent,Bin 5
34003,New Jersey,Bergen,Bin 1
39073,Ohio,Hocking,Bin 5
06027,California,Inyo,Bin 4
37115,North Carolina,Madison,Bin 5
27173,Minnesota,Yellow Medicine,Bin 4
48481,Texas,Wharton,Bin 5
48169,Texas,Garza,Bin 2
13209,Georgia,Montgomery,Bin 4
17189,Illinois,Washington,Bin 2
21031,Kentucky,Butler,Bin 3
51530,Virginia,Buena Vista,Bin 6
30003,Montana,Big Horn,Bin 5
36095,New York,Schoharie,Bin 6
21217,Kentucky,Taylor,Bin 2
12027,Florida,DeSoto,Bin 5
47041,Tennessee,DeKalb,Bin 4
45065,South Carolina,McCormick,Bin 3
08053,Colorado,Hinsdale,Bin 6
21085,Kentucky,Grayson,Bin 2
34027,New Jersey,Morris,Bin 4
51007,Virginia,Amelia,Bin 4
09130,Connecticut,Lower Connecticut River Valley,Bin 2
20203,Kansas,Wichita,Bin 2
17071,Illinois,Henderson,Bin 4
16071,Idaho,Oneida,Bin 2
16055,Idaho,Kootenai,Bin 4
17127,Illinois,Massac,Bin 2
17157,Illinois,Randolph,Bin 2
12015,Florida,Charlotte,Bin 2
12059,Florida,Holmes,Bin 3
12079,Florida,Madison,Bin 5
12003,Florida,Baker,Bin 6
13285,Georgia,Troup,Bin 3
13233,Georgia,Polk,Bin 4
17163,Illinois,St. Clair,Bin 4
13047,Georgia,Catoosa,Bin 4
13295,Georgia,Walker,Bin 4
13131,Georgia,Grady,Bin 5
13253,Georgia,Seminole,Bin 3
13061,Georgia,Clay,Bin 3
17117,Illinois,Macoupin,Bin 2
13045,Georgia,Carroll,Bin 3
17093,Illinois,Kendall,Bin 6
18029,Indiana,Dearborn,Bin 5
18001,Indiana,Adams,Bin 6
18151,Indiana,Steuben,Bin 6
18007,Indiana,Benton,Bin 5
26017,Michigan,Bay,Bin 2
26049,Michigan,Genesee,Bin 5
26021,Michigan,Berrien,Bin 6
17149,Illinois,Pike,Bin 3
17013,Illinois,Calhoun,Bin 4
17201,Illinois,Winnebago,Bin 6
18043,Indiana,Floyd,Bin 6
19139,Iowa,Muscatine,Bin 5
27035,Minnesota,Crow Wing,Bin 4
17057,Illinois,Fulton,Bin 4
17025,Illinois,Clay,Bin 5
18167,Indiana,Vigo,Bin 5
20209,Kansas,Wyandotte,Bin 5
17099,Illinois,LaSalle,Bin 4
20005,Kansas,Atchison,Bin 3
36003,New York,Allegany,Bin 3
21111,Kentucky,Jefferson,Bin 6
40049,Oklahoma,Garvin,Bin 2
45053,South Carolina,Jasper,Bin 2
26145,Michigan,Saginaw,Bin 4
19145,Iowa,Page,Bin 4
18057,Indiana,Hamilton,Bin 6
19085,Iowa,Harrison,Bin 3
26117,Michigan,Montcalm,Bin 3
19177,Iowa,Van Buren,Bin 2
26121,Michigan,Muskegon,Bin 4
19119,Iowa,Lyon,Bin 4
26105,Michigan,Mason,Bin 5
27047,Minnesota,Freeborn,Bin 5
20011,Kansas,Bourbon,Bin 5
20043,Kansas,Doniphan,Bin 6
20137,Kansas,Norton,Bin 3
20117,Kansas,Marshall,Bin 2
20129,Kansas,Morton,Bin 2
20175,Kansas,Seward,Bin 5
26043,Michigan,Dickinson,Bin 5
26157,Michigan,Tuscola,Bin 3
26011,Michigan,Arenac,Bin 2
26127,Michigan,Oceana,Bin 2
26061,Michigan,Houghton,Bin 3
27133,Minnesota,Rock,Bin 6
46083,South Dakota,Lincoln,Bin 3
46099,South Dakota,Minnehaha,Bin 6
46091,South Dakota,Marshall,Bin 2
01103,Alabama,Morgan,Bin 2
21161,Kentucky,Mason,Bin 3
21141,Kentucky,Logan,Bin 2
25005,Massachusetts,Bristol,Bin 2
21185,Kentucky,Oldham,Bin 6
36011,New York,Cayuga,Bin 6
26033,Michigan,Chippewa,Bin 3
01105,Alabama,Perry,Bin 2
40143,Oklahoma,Tulsa,Bin 5
01013,Alabama,Butler,Bin 5
26027,Michigan,Cass,Bin 6
32019,Nevada,Lyon,Bin 6
33013,New Hampshire,Merrimack,Bin 6
46065,South Dakota,Hughes,Bin 3
46049,South Dakota,Faulk,Bin 2
46125,South Dakota,Turner,Bin 2
46111,South Dakota,Sanborn,Bin 6
09160,Connecticut,Northwest Hills,Bin 6
12081,Florida,Manatee,Bin 5
35049,New Mexico,Santa Fe,Bin 6
36069,New York,Ontario,Bin 5
46071,South Dakota,Jackson,Bin 6
46063,South Dakota,Harding,Bin 6
12115,Florida,Sarasota,Bin 2
12111,Florida,St. Lucie,Bin 5
13073,Georgia,Columbia,Bin 6
13291,Georgia,Union,Bin 5
12099,Florida,Palm Beach,Bin 5
36039,New York,Greene,Bin 6
36037,New York,Genesee,Bin 5
36049,New York,Lewis,Bin 6
49041,Utah,Sevier,Bin 5
50015,Vermont,Lamoille,Bin 6
51033,Virginia,Caroline,Bin 5
51065,Virginia,Fluvanna,Bin 2
12005,Florida,Bay,Bin 2
13087,Georgia,Decatur,Bin 3
21225,Kentucky,Union,Bin 2
39059,Ohio,Guernsey,Bin 5
39147,Ohio,Seneca,Bin 6
37183,North Carolina,Wake,Bin 5
37081,North Carolina,Guilford,Bin 4
51680,Virginia,Lynchburg,Bin 6
51183,Virginia,Sussex,Bin 2
51730,Virginia,Petersburg,Bin 2
13281,Georgia,Towns,Bin 5
13119,Georgia,Franklin,Bin 4
13149,Georgia,Heard,Bin 2
39049,Ohio,Franklin,Bin 6
39153,Ohio,Summit,Bin 6
37191,North Carolina,Wayne,Bin 3
37151,North Carolina,Randolph,Bin 2
37169,North Carolina,Stokes,Bin 4
51690,Virginia,Martinsville,Bin 5
51660,Virginia,Harrisonburg,Bin 3
51620,Virginia,Franklin,Bin 2
54015,West Virginia,Clay,Bin 3
01075,Alabama,Lamar,Bin 2
01019,Alabama,Cherokee,Bin 2
39173,Ohio,Wood,Bin 4
39013,Ohio,Belmont,Bin 4
37197,North Carolina,Yadkin,Bin 5
38003,North Dakota,Barnes,Bin 5
38101,North Dakota,Ward,Bin 2
54097,West Virginia,Upshur,Bin 4
55055,Wisconsin,Jefferson,Bin 6
55141,Wisconsin,Wood,Bin 6
01077,Alabama,Lauderdale,Bin 2
01083,Alabama,Limestone,Bin 2
47061,Tennessee,Grundy,Bin 3
47077,Tennessee,Henderson,Bin 3
38061,North Dakota,Mountrail,Bin 2
38049,North Dakota,McHenry,Bin 2
55133,Wisconsin,Waukesha,Bin 6
55119,Wisconsin,Taylor,Bin 4
56031,Wyoming,Platte,Bin 2
56043,Wyoming,Washakie,Bin 2
01015,Alabama,Calhoun,Bin 3
04019,Arizona,Pima,Bin 6
47087,Tennessee,Jackson,Bin 2
48135,Texas,Ector,Bin 6
48055,Texas,Caldwell,Bin 6
48445,Texas,Terry,Bin 2
39089,Ohio,Licking,Bin 5
39165,Ohio,Warren,Bin 6
39119,Ohio,Muskingum,Bin 6
56019,Wyoming,Johnson,Bin 4
04017,Arizona,Navajo,Bin 6
05113,Arkansas,Polk,Bin 3
05031,Arkansas,Craighead,Bin 3
48497,Texas,Wise,Bin 2
48069,Texas,Castro,Bin 2
48309,Texas,McLennan,Bin 5
39139,Ohio,Richland,Bin 6
39163,Ohio,Vinton,Bin 5
39027,Ohio,Clinton,Bin 3
39115,Ohio,Morgan,Bin 4
05027,Arkansas,Columbia,Bin 2
08007,Colorado,Archuleta,Bin 5
08081,Colorado,Moffat,Bin 6
08009,Colorado,Baca,Bin 2
48331,Texas,Milam,Bin 6
48091,Texas,Comal,Bin 4
48183,Texas,Gregg,Bin 5
39131,Ohio,Pike,Bin 3
40063,Oklahoma,Hughes,Bin 3
40019,Oklahoma,Carter,Bin 2
40137,Oklahoma,Stephens,Bin 2
08115,Colorado,Sedgwick,Bin 2
01021,Alabama,Chilton,Bin 3
21163,Kentucky,Meade,Bin 4
48195,Texas,Hansford,Bin 3
48353,Texas,Nolan,Bin 4
48031,Texas,Blanco,Bin 2
48297,Texas,Live Oak,Bin 3
48179,Texas,Gray,Bin 3
48123,Texas,DeWitt,Bin 2
40099,Oklahoma,Murray,Bin 2
40057,Oklahoma,Harmon,Bin 6
40029,Oklahoma,Coal,Bin 2
48285,Texas,Lavaca,Bin 2
48247,Texas,Jim Hogg,Bin 2
48045,Texas,Briscoe,Bin 6
48383,Texas,Reagan,Bin 2
48283,Texas,La Salle,Bin 2
48205,Texas,Hartley,Bin 2
48033,Texas,Borden,Bin 6
41067,Oregon,Washington,Bin 6
41071,Oregon,Yamhill,Bin 6
29017,Missouri,Bollinger,Bin 2
29139,Missouri,Montgomery,Bin 4
29179,Missouri,Reynolds,Bin 2
30019,Montana,Daniels,Bin 2
41069,Oregon,Wheeler,Bin 6
42019,Pennsylvania,Butler,Bin 6
31037,Nebraska,Colfax,Bin 2
31155,Nebraska,Saunders,Bin 3
42025,Pennsylvania,Carbon,Bin 5
42079,Pennsylvania,Luzerne,Bin 5
31047,Nebraska,Dawson,Bin 4
31059,Nebraska,Fillmore,Bin 2
31123,Nebraska,Morrill,Bin 2
31181,Nebraska,Webster,Bin 2
42087,Pennsylvania,Mifflin,Bin 3
42053,Pennsylvania,Forest,Bin 3
38065,North Dakota,Oliver,Bin 6
08103,Colorado,Rio Blanco,Bin 4
08075,Colorado,Logan,Bin 3
31179,Nebraska,Wayne,Bin 4
31073,Nebraska,Gosper,Bin 6
31069,Nebraska,Garden,Bin 2
45037,South Carolina,Edgefield,Bin 4
45039,South Carolina,Fairfield,Bin 6
19019,Iowa,Buchanan,Bin 3
19073,Iowa,Greene,Bin 6
19077,Iowa,Guthrie,Bin 4
19029,Iowa,Cass,Bin 4
19047,Iowa,Crawford,Bin 6
19117,Iowa,Lucas,Bin 6
29067,Missouri,Douglas,Bin 4
29151,Missouri,Osage,Bin 3
29121,Missouri,Macon,Bin 4
39099,Ohio,Mahoning,Bin 4
40001,Oklahoma,Adair,Bin 3
05125,Arkansas,Saline,Bin 3
05137,Arkansas,Stone,Bin 2
19091,Iowa,Humboldt,Bin 3
19099,Iowa,Jasper,Bin 6
19009,Iowa,Audubon,Bin 6
19003,Iowa,Adams,Bin 5
19093,Iowa,Ida,Bin 4
29061,Missouri,Daviess,Bin 6
29049,Missouri,Clinton,Bin 2
29063,Missouri,DeKalb,Bin 2
40041,Oklahoma,Delaware,Bin 4
40115,Oklahoma,Ottawa,Bin 4
41025,Oregon,Harney,Bin 6
05051,Arkansas,Garland,Bin 3
05101,Arkansas,Newton,Bin 2
05109,Arkansas,Pike,Bin 2
06063,California,Plumas,Bin 2
08001,Colorado,Adams,Bin 6
08047,Colorado,Gilpin,Bin 4
20087,Kansas,Jefferson,Bin 2
20205,Kansas,Wilson,Bin 2
20111,Kansas,Lyon,Bin 4
20167,Kansas,Russell,Bin 2
20057,Kansas,Ford,Bin 3
29071,Missouri,Franklin,Bin 3
29167,Missouri,Polk,Bin 5
29055,Missouri,Crawford,Bin 2
41041,Oregon,Lincoln,Bin 6
41057,Oregon,Tillamook,Bin 5
08095,Colorado,Phillips,Bin 2
08121,Colorado,Washington,Bin 6
12019,Florida,Clay,Bin 5
20197,Kansas,Wabaunsee,Bin 6
20061,Kansas,Geary,Bin 3
20105,Kansas,Lincoln,Bin 2
27011,Minnesota,Big Stone,Bin 5
27017,Minnesota,Carlton,Bin 6
41027,Oregon,Hood River,Bin 6
42117,Pennsylvania,Tioga,Bin 6
42123,Pennsylvania,Warren,Bin 2
45073,South Carolina,Oconee,Bin 4
12067,Florida,Lafayette,Bin 2
13057,Georgia,Cherokee,Bin 6
20017,Kansas,Chase,Bin 6
20083,Kansas,Hodgeman,Bin 2
21157,Kentucky,Marshall,Bin 2
21211,Kentucky,Shelby,Bin 5
28059,Mississippi,Jackson,Bin 2
28057,Mississippi,Itawamba,Bin 4
46101,South Dakota,Moody,Bin 6
47131,Tennessee,Obion,Bin 3
13129,Georgia,Gordon,Bin 3
13231,Georgia,Pike,Bin 3
21073,Kentucky,Franklin,Bin 5
21199,Kentucky,Pulaski,Bin 3
21215,Kentucky,Spencer,Bin 3
28093,Mississippi,Marshall,Bin 3
29145,Missouri,Newton,Bin 3
47067,Tennessee,Hancock,Bin 3
47103,Tennessee,Lincoln,Bin 4
48321,Texas,Matagorda,Bin 2
13011,Georgia,Banks,Bin 4
13167,Georgia,Johnson,Bin 3
21077,Kentucky,Gallatin,Bin 2
21201,Kentucky,Robertson,Bin 4
29133,Missouri,Mississippi,Bin 2
29163,Missouri,Pike,Bin 3
48337,Texas,Montague,Bin 3
48077,Texas,Clay,Bin 2
48295,Texas,Lipscomb,Bin 6
13299,Georgia,Ware,Bin 4
13085,Georgia,Dawson,Bin 6
13227,Georgia,Pickens,Bin 6
21087,Kentucky,Green,Bin 2
21045,Kentucky,Casey,Bin 3
29081,Missouri,Harrison,Bin 6
29217,Missouri,Vernon,Bin 5
30041,Montana,Hill,Bin 2
48079,Texas,Cochran,Bin 6
48487,Texas,Wilbarger,Bin 4
48117,Texas,Deaf Smith,Bin 5
49053,Utah,Washington,Bin 5
13125,Georgia,Glascock,Bin 3
13273,Georgia,Terrell,Bin 3
21039,Kentucky,Carlisle,Bin 2
22089,Louisiana,St. Charles,Bin 4
31135,Nebraska,Perkins,Bin 2
31083,Nebraska,Harlan,Bin 6
31055,Nebraska,Douglas,Bin 5
49021,Utah,Iron,Bin 5
50005,Vermont,Caledonia,Bin 6
50001,Vermont,Addison,Bin 4
13173,Georgia,Lanier,Bin 5
13169,Georgia,Jones,Bin 5
22049,Louisiana,Jackson,Bin 3
23001,Maine,Androscoggin,Bin 4
26067,Michigan,Ionia,Bin 4
31065,Nebraska,Furnas,Bin 2
31051,Nebraska,Dixon,Bin 2
32007,Nevada,Elko,Bin 6
51650,Virginia,Hampton,Bin 1
51169,Virginia,Scott,Bin 3
13199,Georgia,Meriwether,Bin 3
26025,Michigan,Calhoun,Bin 5
26015,Michigan,Barry,Bin 3
26075,Michigan,Jackson,Bin 4
27147,Minnesota,Steele,Bin 6
32013,Nevada,Humboldt,Bin 5
33005,New Hampshire,Cheshire,Bin 6
34005,New Jersey,Burlington,Bin 5
35003,New Mexico,Catron,Bin 6
51740,Virginia,Portsmouth,Bin 6
51735,Virginia,Poquoson,Bin 1
13177,Georgia,Lee,Bin 6
27003,Minnesota,Anoka,Bin 6
27143,Minnesota,Sibley,Bin 4
27041,Minnesota,Douglas,Bin 3
35025,New Mexico,Lea,Bin 4
35035,New Mexico,Otero,Bin 6
36015,New York,Chemung,Bin 5
53063,Washington,Spokane,Bin 6
54061,West Virginia,Monongalia,Bin 4
16065,Idaho,Madison,Bin 6
17109,Illinois,McDonough,Bin 6
27059,Minnesota,Isanti,Bin 6
27093,Minnesota,Meeker,Bin 6
27083,Minnesota,Lyon,Bin 6
28081,Mississippi,Lee,Bin 4
28133,Mississippi,Sunflower,Bin 2
36007,New York,Broome,Bin 4
36055,New York,Monroe,Bin 5
54029,West Virginia,Hancock,Bin 5
55093,Wisconsin,Pierce,Bin 5
17021,Illinois,Christian,Bin 5
17135,Illinois,Montgomery,Bin 3
17191,Illinois,Wayne,Bin 5
28015,Mississippi,Carroll,Bin 2
28125,Mississippi,Sharkey,Bin 6
28069,Mississippi,Kemper,Bin 6
37171,North Carolina,Surry,Bin 3
37045,North Carolina,Cleveland,Bin 4
55061,Wisconsin,Kewaunee,Bin 5
55045,Wisconsin,Green,Bin 5
55091,Wisconsin,Pepin,Bin 2
18053,Indiana,Grant,Bin 6
18085,Indiana,Kosciusko,Bin 6
18045,Indiana,Fountain,Bin 5
18103,Indiana,Miami,Bin 6
28077,Mississippi,Lawrence,Bin 3
28129,Mississippi,Smith,Bin 3
29083,Missouri,Henry,Bin 3
29187,Missouri,St. Francois,Bin 5
38081,North Dakota,Sargent,Bin 2
38023,North Dakota,Divide,Bin 2
38009,North Dakota,Bottineau,Bin 2
56037,Wyoming,Sweetwater,Bin 6
56015,Wyoming,Goshen,Bin 2
05115,Arkansas,Pope,Bin 2
18131,Indiana,Pulaski,Bin 6
18095,Indiana,Madison,Bin 6
18055,Indiana,Greene,Bin 4
18073,Indiana,Jasper,Bin 6
29089,Missouri,Howard,Bin 2
29077,Missouri,Greene,Bin 5
29223,Missouri,Wayne,Bin 3
39001,Ohio,Adams,Bin 2
39081,Ohio,Jefferson,Bin 4
05149,Arkansas,Yell,Bin 2
05059,Arkansas,Hot Spring,Bin 3
18121,Indiana,Parke,Bin 5
18117,Indiana,Orange,Bin 6
19031,Iowa,Cedar,Bin 5
19049,Iowa,Dallas,Bin 6
18105,Indiana,Monroe,Bin 6
19001,Iowa,Adair,Bin 3
19037,Iowa,Chickasaw,Bin 3
20179,Kansas,Sheridan,Bin 2
20051,Kansas,Ellis,Bin 4
50017,Vermont,Orange,Bin 6
50007,Vermont,Chittenden,Bin 5
54059,West Virginia,Mingo,Bin 2
13071,Georgia,Colquitt,Bin 4
13235,Georgia,Pulaski,Bin 2
13243,Georgia,Randolph,Bin 4
17063,Illinois,Grundy,Bin 4
17139,Illinois,Moultrie,Bin 3
18113,Indiana,Noble,Bin 6
18015,Indiana,Carroll,Bin 6
20139,Kansas,Osage,Bin 2
20065,Kansas,Graham,Bin 2
20123,Kansas,Mitchell,Bin 2
20145,Kansas,Pawnee,Bin 3
20055,Kansas,Finney,Bin 5
20187,Kansas,Stanton,Bin 2
50021,Vermont,Rutland,Bin 4
13091,Georgia,Dodge,Bin 3
13165,Georgia,Jenkins,Bin 3
18011,Indiana,Boone,Bin 6
18149,Indiana,Starke,Bin 6
47179,Tennessee,Washington,Bin 5
20031,Kansas,Coffey,Bin 3
20041,Kansas,Dickinson,Bin 2
20193,Kansas,Thomas,Bin 5
20067,Kansas,Grant,Bin 2
20049,Kansas,Elk,Bin 2
51035,Virginia,Carroll,Bin 3
51810,Virginia,Virginia Beach,Bin 1
31071,Nebraska,Garfield,Bin 2
31009,Nebraska,Blaine,Bin 5
31007,Nebraska,Banner,Bin 6
31149,Nebraska,Rock,Bin 6
32001,Nevada,Churchill,Bin 6
47017,Tennessee,Carroll,Bin 4
47113,Tennessee,Madison,Bin 5
47071,Tennessee,Hardin,Bin 3
20159,Kansas,Rice,Bin 4
20025,Kansas,Clark,Bin 2
20141,Kansas,Osborne,Bin 2
21227,Kentucky,Warren,Bin 3
51590,Virginia,Danville,Bin 3
51115,Virginia,Mathews,Bin 5
32510,Nevada,Carson City,Bin 6
32029,Nevada,Storey,Bin 6
35061,New Mexico,Valencia,Bin 4
47043,Tennessee,Dickson,Bin 3
21149,Kentucky,McLean,Bin 2
21001,Kentucky,Adair,Bin 2
51800,Virginia,Suffolk,Bin 4
51025,Virginia,Brunswick,Bin 6
35057,New Mexico,Torrance,Bin 4
35047,New Mexico,San Miguel,Bin 4
35005,New Mexico,Chaves,Bin 3
47007,Tennessee,Bledsoe,Bin 3
47153,Tennessee,Sequatchie,Bin 4
21137,Kentucky,Lincoln,Bin 3
21021,Kentucky,Boyle,Bin 4
51043,Virginia,Clarke,Bin 5
53013,Washington,Columbia,Bin 2
35028,New Mexico,Los Alamos,Bin 6
36001,New York,Albany,Bin 6
54009,West Virginia,Brooke,Bin 4
54089,West Virginia,Summers,Bin 4
21129,Kentucky,Lee,Bin 4
21233,Kentucky,Webster,Bin 2
54055,West Virginia,Mercer,Bin 3
54077,West Virginia,Preston,Bin 2
37001,North Carolina,Alamance,Bin 5
37063,North Carolina,Durham,Bin 6
54035,West Virginia,Jackson,Bin 4
55127,Wisconsin,Walworth,Bin 6
21171,Kentucky,Monroe,Bin 4
21091,Kentucky,Hancock,Bin 5
54069,West Virginia,Ohio,Bin 5
05053,Arkansas,Grant,Bin 4
37035,North Carolina,Catawba,Bin 5
37109,North Carolina,Lincoln,Bin 4
55089,Wisconsin,Ozaukee,Bin 5
